Time (min),Input 1: Ag Flow Rate in PFR #1 (uL/min),Input 2: Ag Flow Rate in PFR #2 (uL/min),Input 3: Ag Flow Rate in PFR #3 (uL/min),Input 4: Ag Flow Rate in PFR #4 (uL/min),Input 5: Ag Flow Rate in PFR #5 (uL/min),Input 6: SC/TA Flow Rate in PFR #1 (uL/min),Output 1: Mean Diameter of produced Ag NPs (nm),Output 2: ToxScore (-),,,,
4462,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,70.8085039,0.27743787,,,,
4463,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,71.21839975,0.275363466,,,,
4464,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,71.17565589,0.275580256,,,,
4465,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,66.12251683,0.30043637,,,,
4466,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,65.80812922,0.3019322,,,,
4467,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,67.52794006,0.293676967,,,,
4468,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,69.52467327,0.283869856,,,,
4469,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,69.54274687,0.283779993,,,,
4470,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,69.5182216,0.283901929,,,,
4471,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,67.14538536,0.295528608,,,,
4472,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,57.51728623,0.339239025,,,,
4473,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.93482261,0.3500171,,,,
4474,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.85634639,0.350338361,,,,
4475,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.85590898,0.35034015,,,,
4476,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.8559087,0.350340151,,,,
4477,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.8559087,0.350340151,,,,
4478,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.8559087,0.350340151,,,,
4479,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.8559087,0.350340151,,,,
4480,211.5497245,1603.519911,906.9291088,1365.818399,791.5963451,1479.307883,54.8559087,0.350340151,,,,
4481,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,54.87691162,0.350254208,,,,
4482,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,57.45197975,0.339516517,,,,
4483,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,54.13076648,0.35329119,,,,
4484,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,52.76566225,0.358761017,,,,
4485,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,54.31579501,0.352541196,,,,
4486,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,54.55848933,0.351554346,,,,
4487,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,51.30137147,0.364503981,,,,
4488,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,47.27780437,0.379622033,,,,
4489,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,47.24497014,0.379741408,,,,
4490,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,47.91715182,0.377284675,,,,
4491,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,56.70244327,0.342683033,,,,
4492,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.4268585,0.30843391,,,,
4493,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72471316,0.307041575,,,,
4494,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535742,0.307038557,,,,
4495,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535755,0.307038557,,,,
4496,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535755,0.307038557,,,,
4497,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535755,0.307038557,,,,
4498,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535755,0.307038557,,,,
4499,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535755,0.307038557,,,,
4500,1191.437546,1088.480555,1211.054666,428.4735044,1316.697984,992.745778,64.72535755,0.307038557,,,,
4501,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,65.02207377,0.305646239,,,,
4502,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,65.43868682,0.303682399,,,,
4503,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,69.96607987,0.281669566,,,,
4504,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,68.60669693,0.288408277,,,,
4505,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,67.67500194,0.292962822,,,,
4506,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,65.57569674,0.303034283,,,,
4507,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,62.96417266,0.315194051,,,,
4508,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,62.7727829,0.316069105,,,,
4509,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,59.38262751,0.331205005,,,,
4510,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.43177344,0.335326417,,,,
4511,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704975,0.335346756,,,,
4512,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4513,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4514,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4515,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4516,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4517,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4518,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4519,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4520,1402.637551,817.0061837,1013.006493,1386.09492,1815.809258,1561.943092,58.42704935,0.335346758,,,,
4521,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,57.55037021,0.339098351,,,,
4522,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,55.20654525,0.348901885,,,,
4523,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,53.14965602,0.357233697,,,,
4524,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,52.35459373,0.36038622,,,,
4525,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,56.16760128,0.344921936,,,,
4526,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,56.75911179,0.342444807,,,,
4527,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.08264096,0.336826092,,,,
4528,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86587243,0.333451574,,,,
4529,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4530,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4531,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4532,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4533,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4534,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4535,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4536,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4537,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4538,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4539,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4540,1830.075248,1790.742787,1198.817729,611.6838803,1768.782522,1762.177761,58.86699193,0.333446724,,,,
4541,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,58.90779964,0.333269895,,,,
4542,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,61.68691672,0.320992196,,,,
4543,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,61.63079338,0.321244725,,,,
4544,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,61.5794123,0.32147575,,,,
4545,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,59.54875367,0.330479375,,,,
4546,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,58.62276071,0.334502949,,,,
4547,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,56.1869075,0.344841417,,,,
4548,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,54.53140351,0.351664658,,,,
4549,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,54.03890229,0.353662789,,,,
4550,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.82546691,0.366342784,,,,
4551,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.2891997,0.368398532,,,,
4552,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698725,0.368406978,,,,
4553,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4554,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4555,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4556,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4557,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4558,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4559,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4560,1284.031995,871.3190568,357.4864328,374.6352608,1772.7218,1716.679875,50.28698704,0.368406978,,,,
4561,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,50.28077309,0.368430697,,,,
4562,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,48.59776322,0.374769512,,,,
4563,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,50.39293491,0.368002215,,,,
4564,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,53.23865173,0.356878457,,,,
4565,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,54.08128223,0.353491422,,,,
4566,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,59.33081574,0.331430977,,,,
4567,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,59.4528673,0.330898403,,,,
4568,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,58.78352031,0.333808116,,,,
4569,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,55.6627914,0.347019376,,,,
4570,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,55.20331277,0.348915178,,,,
4571,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,55.77903212,0.346537762,,,,
4572,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,63.65358218,0.312023779,,,,
4573,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,74.4692045,0.258554764,,,,
4574,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49143027,0.253138174,,,,
4575,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49822078,0.253101983,,,,
4576,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49822617,0.253101954,,,,
4577,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49822617,0.253101954,,,,
4578,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49822617,0.253101954,,,,
4579,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49822617,0.253101954,,,,
4580,1591.146251,227.9640532,995.5463016,1123.279952,1364.74693,712.6190341,75.49822617,0.253101954,,,,
4581,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,75.49758751,0.253105358,,,,
4582,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,75.46642841,0.253271403,,,,
4583,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,71.82887149,0.272255299,,,,
4584,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,70.85352986,0.277210495,,,,
4585,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,70.89022406,0.277025105,,,,
4586,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,70.89746682,0.276988502,,,,
4587,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,72.69295143,0.267817683,,,,
4588,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,78.3641199,0.237580645,,,,
4589,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,78.56878648,0.236453345,,,,
4590,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,77.38211668,0.242954547,,,,
4591,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,68.67004272,0.288096723,,,,
4592,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.84165685,0.301772961,,,,
4593,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.7696347,0.302114947,,,,
4594,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950043,0.302115584,,,,
4595,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950041,0.302115584,,,,
4596,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950041,0.302115584,,,,
4597,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950041,0.302115584,,,,
4598,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950041,0.302115584,,,,
4599,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950041,0.302115584,,,,
4600,1253.169124,892.7026922,1235.700946,598.5362287,1449.892636,987.4843513,65.76950041,0.302115584,,,,
4601,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,65.76949776,0.302115597,,,,
4602,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,60.57266907,0.325970418,,,,
4603,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,60.37603644,0.326841198,,,,
4604,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,63.33332925,0.313500019,,,,
4605,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,63.45487872,0.312940448,,,,
4606,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,65.55757993,0.303120047,,,,
4607,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,66.57896162,0.298254087,,,,
4608,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,66.57659352,0.298265441,,,,
4609,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,65.83881156,0.301786478,,,,
4610,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,63.4106416,0.313144203,,,,
4611,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,63.00393639,0.315011971,,,,
4612,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,62.98025789,0.315120407,,,,
4613,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,61.8842409,0.320102829,,,,
4614,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,57.31063295,0.340116234,,,,
4615,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,55.0343138,0.349609278,,,,
4616,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,54.82827308,0.350453196,,,,
4617,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,54.82460749,0.350468186,,,,
4618,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,54.82459418,0.350468241,,,,
4619,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,54.82459417,0.350468241,,,,
4620,762.9358599,420.2209092,1235.873802,951.2567191,259.8673471,1039.709704,54.82459417,0.350468241,,,,
4621,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,54.82460714,0.350468188,,,,
4622,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,56.45831277,0.343707117,,,,
4623,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,56.60728821,0.343082617,,,,
4624,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,59.71598532,0.329747245,,,,
4625,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,59.74539608,0.329618313,,,,
4626,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,60.28346925,0.327250325,,,,
4627,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,60.79846373,0.324967633,,,,
4628,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,60.80188308,0.324952424,,,,
4629,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,60.77770122,0.32505997,,,,
4630,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,60.0332771,0.328353548,,,,
4631,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,58.89888406,0.333308536,,,,
4632,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,58.75318885,0.333939333,,,,
4633,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,58.71724809,0.334094745,,,,
4634,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,57.45496344,0.339503845,,,,
4635,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,51.87720819,0.362260892,,,,
4636,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,48.61370665,0.37471026,,,,
4637,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,48.25111792,0.376053994,,,,
4638,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,48.23998794,0.376095117,,,,
4639,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,48.23988484,0.376095497,,,,
4640,208.285556,231.1194371,1172.695385,1364.38661,584.4086512,1459.495168,48.23988457,0.376095498,,,,
4641,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,48.23988365,0.376095502,,,,
4642,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,48.07425836,0.376706564,,,,
4643,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,47.97845736,0.377059263,,,,
4644,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,45.8842992,0.384631493,,,,
4645,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,45.78164759,0.384995904,,,,
4646,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,39.27736162,0.406796777,,,,
4647,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,37.65064625,0.411852348,,,,
4648,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,38.5996203,0.408922383,,,,
4649,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,47.12261997,0.380185665,,,,
4650,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,49.34810121,0.371964466,,,,
4651,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,49.35687298,0.371931474,,,,
4652,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,49.4647199,0.371525469,,,,
4653,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,51.22589121,0.364796529,,,,
4654,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,55.19215738,0.348961047,,,,
4655,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,56.63546538,0.34296435,,,,
4656,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,56.7110926,0.342646685,,,,
4657,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,56.71177157,0.342643832,,,,
4658,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,56.71177289,0.342643826,,,,
4659,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,56.71177289,0.342643826,,,,
4660,599.7425067,1294.22496,439.8099901,1064.577146,546.8326444,1032.147113,56.71177289,0.342643826,,,,
4661,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,57.28831111,0.340210833,,,,
4662,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,57.72512992,0.338354177,,,,
4663,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,57.04491988,0.341240378,,,,
4664,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,61.89793102,0.320041039,,,,
4665,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,62.22377369,0.318567041,,,,
4666,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,56.3736837,0.344061287,,,,
4667,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.22506307,0.348825722,,,,
4668,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.38185422,0.348180023,,,,
4669,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.71775102,0.346791766,,,,
4670,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.78162149,0.346527024,,,,
4671,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.78188677,0.346525924,,,,
4672,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4673,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4674,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4675,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4676,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4677,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4678,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4679,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4680,1025.675409,1066.646379,1533.254202,1474.076996,1189.708394,1724.439717,55.7818868,0.346525924,,,,
4681,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,55.78189189,0.346525903,,,,
4682,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,56.75543921,0.342460252,,,,
4683,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,56.80056577,0.342270419,,,,
4684,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,62.14100827,0.318942046,,,,
4685,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,62.57174686,0.316985897,,,,
4686,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,62.40701806,0.317735308,,,,
4687,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,58.56976522,0.334731666,,,,
4688,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,57.33501252,0.34001288,,,,
4689,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,57.30840752,0.340125667,,,,
4690,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,56.1879125,0.344837225,,,,
4691,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,53.59862273,0.355436731,,,,
4692,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,53.0950914,0.357451265,,,,
4693,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,53.13505821,0.357291921,,,,
4694,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,55.28928307,0.348561429,,,,
4695,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,65.05989111,0.305468404,,,,
4696,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,73.90849827,0.261499218,,,,
4697,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,74.96432612,0.255939033,,,,
4698,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,74.98451024,0.255832089,,,,
4699,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,74.98460096,0.255831608,,,,
4700,1272.493671,349.9750412,323.339682,1498.831794,896.1568919,588.8834399,74.98460107,0.255831607,,,,
4701,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,74.98892717,0.255808682,,,,
4702,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,75.1267166,0.25507792,,,,
4703,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,64.1060509,0.309927586,,,,
4704,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,63.97950695,0.310515075,,,,
4705,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,68.4339393,0.289256727,,,,
4706,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,68.77351489,0.287587298,,,,
4707,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,74.16454953,0.260156948,,,,
4708,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,74.68993903,0.257390439,,,,
4709,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,73.52298615,0.263512726,,,,
4710,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,65.42465399,0.303748716,,,,
4711,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,63.88850629,0.310936958,,,,
4712,1433.558535,1124.63586,1282.813363,438.3082322,1218.200879,1091.284069,63.87694195,0.310990535,,,,
