Time (min),Input 1: Ag Flow Rate in PFR #1 (uL/min),Input 2: Ag Flow Rate in PFR #2 (uL/min),Input 3: Ag Flow Rate in PFR #3 (uL/min),Input 4: Ag Flow Rate in PFR #4 (uL/min),Input 5: Ag Flow Rate in PFR #5 (uL/min),Input 6: SC/TA Flow Rate in PFR #1 (uL/min),Output 1: Mean Diameter of produced Ag NPs (nm),Output 2: ToxScore (-),,,,
0,1020,1020,1020,1020,1020,1020,62.98050017,0.315119298,,,,
1,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,62.9803998,0.315119757,,,,
2,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,61.44986125,0.322057548,,,,
3,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,60.80386599,0.324943604,,,,
4,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,57.94007845,0.337436357,,,,
5,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,58.10877659,0.336714081,,,,
6,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,58.38314019,0.335535756,,,,
7,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,58.25447707,0.336088895,,,,
8,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,56.33278409,0.344232296,,,,
9,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,55.95458494,0.345808865,,,,
10,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,55.74683077,0.346671261,,,,
11,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,50.9812804,0.365742247,,,,
12,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.52150714,0.378733985,,,,
13,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38373252,0.379236471,,,,
14,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341764,0.379237618,,,,
15,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341766,0.379237618,,,,
16,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341766,0.379237618,,,,
17,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341766,0.379237618,,,,
18,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341766,0.379237618,,,,
19,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341766,0.379237618,,,,
20,697.7563764,855.0832367,1120.636977,401.3780912,624.7897499,1598.922246,47.38341766,0.379237618,,,,
21,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,47.4046347,0.379160311,,,,
22,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,47.54560719,0.378645971,,,,
23,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,50.89493261,0.366075229,,,,
24,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,52.31436643,0.360544719,,,,
25,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,53.00958153,0.357791863,,,,
26,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,55.36376095,0.34825461,,,,
27,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,63.85261036,0.311103236,,,,
28,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,63.80462036,0.311325416,,,,
29,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,63.66015178,0.311993431,,,,
30,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,63.50833649,0.312694067,,,,
31,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,63.15366433,0.314325509,,,,
32,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.97080206,0.315163701,,,,
33,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.9604161,0.315211247,,,,
34,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034224,0.315211585,,,,
35,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034215,0.315211586,,,,
36,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034215,0.315211586,,,,
37,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034215,0.315211586,,,,
38,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034215,0.315211586,,,,
39,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034215,0.315211586,,,,
40,495.090266,1748.045634,1638.439756,1348.829687,894.8681507,1219.527923,62.96034215,0.315211586,,,,
41,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,62.76971996,0.316083092,,,,
42,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,62.58196405,0.316939362,,,,
43,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,62.39178483,0.317804528,,,,
44,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,61.46110962,0.322007072,,,,
45,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,54.79284705,0.35059804,,,,
46,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,49.03548063,0.373137265,,,,
47,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,50.49225006,0.36762218,,,,
48,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,58.61329817,0.3345438,,,,
49,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05430675,0.33263422,,,,
50,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
51,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
52,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
53,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
54,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
55,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
56,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
57,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
58,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
59,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
60,1748.77143,929.2533375,1822.597671,1571.811073,1000.689773,1699.257007,59.05435838,0.332633996,,,,
61,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,59.31587575,0.331496106,,,,
62,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,63.04044525,0.314844712,,,,
63,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,63.36344217,0.313361472,,,,
64,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,63.37965665,0.313286848,,,,
65,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,63.1118861,0.314517186,,,,
66,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,63.08681667,0.314632154,,,,
67,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,63.95460804,0.310630557,,,,
68,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,67.89356119,0.291899082,,,,
69,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,68.11833493,0.290802105,,,,
70,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,68.04301411,0.291170036,,,,
71,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,64.56209007,0.307802424,,,,
72,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,57.73084568,0.338329807,,,,
73,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.72113161,0.342604492,,,,
74,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70390622,0.342676886,,,,
75,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70386909,0.342677042,,,,
76,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70386908,0.342677042,,,,
77,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70386908,0.342677042,,,,
78,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70386908,0.342677042,,,,
79,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70386908,0.342677042,,,,
80,529.4695267,998.6516209,1185.187535,1113.781693,1628.653536,1415.289886,56.70386908,0.342677042,,,,
81,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,56.73214843,0.342558181,,,,
82,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,57.99643471,0.337195259,,,,
83,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,60.03255868,0.32835671,,,,
84,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,61.33575826,0.322569136,,,,
85,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,61.13940908,0.323447652,,,,
86,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,59.70158715,0.329810345,,,,
87,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,59.64970623,0.330037611,,,,
88,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,58.83727176,0.333575446,,,,
89,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,53.03313431,0.357698093,,,,
90,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,51.76818902,0.362687087,,,,
91,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,51.80647742,0.362537485,,,,
92,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,52.56878507,0.359540657,,,,
93,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,53.84587718,0.354441944,,,,
94,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.05903046,0.353581412,,,,
95,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.06270409,0.353566558,,,,
96,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.06271199,0.353566526,,,,
97,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.062712,0.353566526,,,,
98,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.062712,0.353566526,,,,
99,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.062712,0.353566526,,,,
100,734.6337934,275.045089,782.3914771,1444.025529,1781.781863,1462.560671,54.062712,0.353566526,,,,
101,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,54.062846,0.353565984,,,,
102,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,55.45317985,0.347885801,,,,
103,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,55.43424625,0.347963933,,,,
104,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,50.97168977,0.365779253,,,,
105,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,50.52801646,0.367485173,,,,
106,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,52.34225053,0.360434864,,,,
107,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,58.88368558,0.333374399,,,,
108,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,59.13295735,0.332292435,,,,
109,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,59.13478126,0.332284504,,,,
110,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,59.66187609,0.329984315,,,,
111,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,65.60524841,0.302894343,,,,
112,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,72.66379688,0.267968141,,,,
113,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,73.39154351,0.264197205,,,,
114,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,73.32760859,0.264529768,,,,
115,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,73.28857181,0.2647327,,,,
116,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,73.2684655,0.264837187,,,,
117,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,73.3214086,0.264562004,,,,
118,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,74.19131904,0.26001639,,,,
119,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,78.56668471,0.236464934,,,,
120,670.3099606,795.7323248,1404.268661,571.3216953,1683.026173,231.2237696,89.55493079,0.172253487,,,,
121,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,104.1573195,0.075711729,,,,
122,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,100.258573,0.102739698,,,,
123,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,100.6229488,0.100252306,,,,
124,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,96.53324365,0.127713391,,,,
125,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,87.07241902,0.18739388,,,,
126,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,82.91813376,0.211902986,,,,
127,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,79.40541356,0.231819078,,,,
128,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,75.00853567,0.255704759,,,,
129,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,74.92123257,0.256167281,,,,
130,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,69.8708817,0.282145091,,,,
131,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,62.04128816,0.319393326,,,,
132,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53402609,0.321679688,,,,
133,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265118,0.321685864,,,,
134,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
135,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
136,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
137,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
138,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
139,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
140,1478.106823,1228.94073,980.8867487,205.5948113,323.9761633,952.3752408,61.53265141,0.321685863,,,,
141,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,61.7428318,0.320740416,,,,
142,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,65.10997699,0.305232745,,,,
143,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.60461018,0.273399706,,,,
144,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.87493888,0.272019844,,,,
145,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,76.06246593,0.250085066,,,,
146,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,76.17413969,0.249485702,,,,
147,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,75.66438759,0.252215503,,,,
148,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,74.59426292,0.257895468,,,,
149,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,74.5649712,0.258049975,,,,
150,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,74.49420411,0.258423043,,,,
151,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,73.04948582,0.26597359,,,,
152,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.56242272,0.273614651,,,,
153,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.44048383,0.274235331,,,,
154,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.43958702,0.274239893,,,,
155,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.4395863,0.274239896,,,,
156,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.4395863,0.274239896,,,,
157,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.4395863,0.274239896,,,,
158,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.4395863,0.274239896,,,,
159,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.4395863,0.274239896,,,,
160,1170.470903,884.9586957,1350.300428,1337.592377,1211.751884,871.5406656,71.4395863,0.274239896,,,,
161,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,71.43958613,0.274239897,,,,
162,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,69.77438513,0.282626547,,,,
163,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,69.59156311,0.28353718,,,,
164,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,66.00072339,0.301016557,,,,
165,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,65.10672647,0.305248044,,,,
166,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,68.61043001,0.288389923,,,,
167,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,74.77819881,0.25692407,,,,
168,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,74.84820679,0.256553813,,,,
169,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,74.8406172,0.256593967,,,,
170,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,73.98305807,0.261108767,,,,
171,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,70.06673014,0.281166216,,,,
172,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,68.52391866,0.288815042,,,,
173,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,68.44932761,0.289181224,,,,
174,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,68.42956075,0.289278208,,,,
175,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,67.99600494,0.291399495,,,,
176,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,66.40645264,0.299080329,,,,
177,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,65.18091983,0.304898695,,,,
178,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,64.93247909,0.306067212,,,,
179,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,64.91759178,0.306137115,,,,
180,793.0378245,225.1461641,1779.189665,433.0902386,562.8285179,716.0828884,64.91730839,0.306138445,,,,
181,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,64.92441553,0.306105076,,,,
182,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,69.67860784,0.283103862,,,,
183,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,69.41890113,0.284395364,,,,
184,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,68.33823549,0.289725979,,,,
185,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,61.97398778,0.319697555,,,,
186,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,52.12040478,0.361307578,,,,
187,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.99268966,0.361808655,,,,
188,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.51769771,0.363663647,,,,
189,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.45879287,0.363892745,,,,
190,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.2277215,0.364789439,,,,
191,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.23224302,0.364771924,,,,
192,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.23544231,0.36475953,,,,
193,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
194,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
195,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
196,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
197,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
198,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
199,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
200,1656.483363,388.8502932,465.2698518,289.6540586,1520.327595,1542.557547,51.235446,0.364759515,,,,
201,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,51.22984944,0.364781196,,,,
202,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,50.55382362,0.367386269,,,,
203,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,52.66316558,0.359167197,,,,
204,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,54.66538231,0.351118573,,,,
205,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,55.27436487,0.348622846,,,,
206,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,56.49272365,0.343562986,,,,
207,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,56.90255484,0.341840934,,,,
208,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,71.25931698,0.275155839,,,,
209,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,80.21753845,0.227280365,,,,
210,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,80.25790108,0.227053759,,,,
211,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,80.25247257,0.227084241,,,,
212,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,80.25353863,0.227078255,,,,
213,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,80.75909147,0.224231801,,,,
214,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,84.14969318,0.20474512,,,,
215,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,88.85987077,0.176529804,,,,
216,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,90.29431719,0.167672635,,,,
217,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,90.39792891,0.16702809,,,,
218,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,90.40021016,0.167013892,,,,
219,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,90.4002284,0.167013778,,,,
220,771.8717994,1831.275062,658.0123456,994.223701,1482.232217,466.2968511,90.40022846,0.167013778,,,,
221,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,90.34431542,0.167361688,,,,
222,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,82.72186958,0.213035273,,,,
223,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,82.44578574,0.214624144,,,,
224,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,82.52865113,0.214147731,,,,
225,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,84.16462047,0.204657803,,,,
226,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,83.52366896,0.208394967,,,,
227,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,71.90482093,0.271867045,,,,
228,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,70.80234768,0.277468949,,,,
229,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,70.85860125,0.277184878,,,,
230,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,74.7314984,0.257170896,,,,
231,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,84.79894035,0.200935039,,,,
232,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08278297,0.193326408,,,,
233,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921481,0.193288041,,,,
234,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
235,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
236,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
237,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
238,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
239,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
240,1625.783873,1452.362326,1010.276118,1183.778937,307.3011017,556.0796813,86.08921708,0.193288027,,,,
241,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,86.08936147,0.193287166,,,,
242,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,89.18112376,0.174556916,,,,
243,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,90.17895587,0.168389513,,,,
244,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,98.61033585,0.113891781,,,,
245,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,98.63094353,0.113753355,,,,
246,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,102.1654292,0.089634409,,,,
247,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,107.991915,0.048238857,,,,
248,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,108.0773784,0.047616505,,,,
249,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,108.0559835,0.047772346,,,,
250,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,105.9871258,0.062712174,,,,
251,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,97.76865786,0.11952376,,,,
252,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,94.83108002,0.138847124,,,,
253,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,94.68868947,0.139770611,,,,
254,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,94.44672364,0.141337113,,,,
255,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,88.02523447,0.181626555,,,,
256,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,69.63022005,0.283344798,,,,
